Column1	Column2	Column3
10:34	なり	www
10:34	みつきん	にまにま
10:34	なり	ふにふにしたいやつきた
10:34	みつきん	声出る
10:34	なり	ふふ
10:35	みつきん	ふひい
10:35	なり	まじでできる気がする
10:35		メッセージの送信を取り消しました
10:36		メッセージの送信を取り消しました
10:36	みつきん	わあ
10:36	なり	はず
10:36	みつきん	風呂光らせてえ
10:36	なり	光らせよ
10:36	なり	普通に楽しんでまいそうでおもろ
10:36	みつきん	ミラーボールほしい
10:36	なり	ムードもクソもないやん
10:36	なり	カラオケ大会になるやんそれは
10:37	みつきん	ライブ会場
10:37	なり	コスプレあるし
10:37	なり	いけるやん
10:37		メッセージの送信を取り消しました
10:37	みつきん	したことねえわ
10:37	なり	んね
10:37	みつきん	おれもきてみてえ
10:37	なり	きよ
10:38	なり	メイド服着てよ
10:38	みつきん	え
10:38	なり	www
10:38	なり	なにがあるかわからんから思いついたの言うてみた
10:38	なり	男もんもあるんかな？
10:38	なり	なんか都会だと部屋の中にプールあるラブホとかあるんでしょ！
10:39	みつきん	田舎だから知らねえ
10:39	みつきん	あ
10:39	みつきん	行ったことねえから知らねえ
10:39	なり	なんか前YouTubeでみた
10:40	なり	楽しそ
10:40	なり	あ
10:40	なり	じゃねえ
10:40	みつきん	楽しそうかも、、
10:40	みつきん	クロールの練習しよ、、
10:40	なり	ふは
10:40	なり	泳ぐ気満々やん
10:41	なり	泳ぐんじゃなくてさーー
10:41	なり	ﾝﾝｯ
10:42	なり	ねえ今一人ぶーぶとかだったりしないの
10:42	みつきん	お
10:42	みつきん	いま！？
10:42	なり	ま
10:42	みつきん	5分後乗るよ
10:43	みつきん	どう
10:43	なり	ちょとならいけるかも
10:43	みつきん	まじ、はやくするわ
10:43	なり	コンビニにお出かけになられたのよ
10:43	みつきん	すぐいく
10:43	なり	すき
10:43	なり	かけてくれてもいいよ
10:43	みつきん	おけ！
10:44	なり	あい
10:45	なり	がああああ
10:45	なり	むすこおきた
10:46	なり	まあいけるか
10:46	みつきん	いけんの
10:46	みつきん	どする
10:46	なり	いけんの？
10:46	なり	ゆうくんは
10:52	みつきん	☎ 通話時間 5:20
10:52	みつきん	だいすき
10:52	なり	んあああ
10:52	なり	なりもだいすき！！！
10:52	なり	愛してる
10:52	なり	やっばいほんとすき
10:56	なり	やばいってなってるゆうくんの声聞けたのえぐい。良き、、、、、すき、、、
10:56	なり	あかんまだにやけてんだが
11:00	みつきん	好き
11:00	なり	すきい
11:00	みつきん	えへへ
11:00	なり	5分の電話でちょーしあわせ
11:00	みつきん	ほんとだよなあ
11:00	なり	もっとしたくはあるけど
11:01	なり	短くても幸せなのすごい
11:01	なり	すき
11:01	みつきん	もう帰ってきた？
11:01	なり	かえってきたあ
11:01	みつきん	あ、やめといたほうがいいな
11:01	みつきん	わりわり
11:01	なり	したすぎ
11:01	みつきん	もとめすぎた
11:01	なり	でんわしたすぎ
11:01	なり	やだ！！！！
11:01	みつきん	寄り道せずかえろ
11:01	なり	なりもしたいもん！！！
11:01	みつきん	サンキュー
11:01	なり	んねえ！！！！
11:01	みつきん	したいよねよかった
11:02	みつきん	うれしい
11:02	なり	ぷう
11:02	みつきん	よしよし
11:02	なり	うう
11:02	なり	すき
11:02	なり	さっきの5分できたの奇跡よ、、、
11:02	みつきん	俺も大好き
11:02	みつきん	今度からやろ
11:02	みつきん	やられる方が全然やばい
11:03	なり	なりがなにもいえんなるやん
11:03	なり	ねえほんとやばかった
11:03	みつきん	俺だってなんも言えんくなる
11:03	なり	言えんなるのもあるけどさ
11:03	なり	聞きたいのもあって話さないようにするのもある
11:03	みつきん	なるほどね？？
11:03	なり	いやまあ
11:04	なり	にやけまくりでくるしいんだけどな
11:04	みつきん	かわいいすき
11:04	なり	なりもすき
11:04	みつきん	なりさあ
11:04	なり	あい
11:04	みつきん	関西弁なのも
11:04	みつきん	ずる
11:04	なり	ええ
11:04	みつきん	あいすき
11:04	なり	そなの
11:05	みつきん	うん
11:05	なり	すきすき攻撃は関西弁じゃなくないー？
11:05	なり	ゆうくんがいう あいすき
11:05	みつきん	たまにぽくなるのが
11:05	なり	好き好き攻撃ってなんやねん
11:05	みつきん	もうほんとにずるい
11:05	なり	あう
11:05	なり	言お
11:05	みつきん	あ、、、すきなる
11:05	なり	なって欲しいから言うわ
11:05		みつきんがメッセージの送信を取り消しました
11:06	なり	すき
11:06	みつきん	すき
11:06	なり	なりもできるわ
11:06	なり	てかさっきのでちょと
11:06		メッセージの送信を取り消しました
11:06	みつきん	対よろ
11:06	みつきん	俺は全然
11:06	みつきん	仕事してなきゃ行くね
11:06	なり	ぐは
11:06	なり	すき
11:07	なり	ゆうくんの全部すき
11:07	なり	なりでなきゃしたくなんない体にしたい
11:07	なり	なりもうそうなんだけど…どないすんねん
11:09	みつきん	安心して下さい
11:09	みつきん	そうです！！！！
11:09	なり	うれしい、、、、
11:10		メッセージの送信を取り消しました
11:12	みつきん	スクショしとこ
11:12	みつきん	サンキューこれだけで出来るわ
11:12	みつきん	助かります
11:13	みつきん	会ったらどうなっちゃうんだ？？？？？？
11:13	みつきん	香水つけてくんな
11:13	みつきん	邪魔だから
11:13	なり	すくしょとんないで
11:13	なり	はずかしいから
11:13	なり	わかったつけないどく、、、、
11:13	なり	はああああすき
11:14		メッセージの送信を取り消しました
11:14	なり	あかん
11:14	みつきん	あかん
11:14	みつきん	もうまじで
11:14	みつきん	むりかも
11:14	なり	ね、、、
11:15	なり	なりもよ
11:15	なり	あって直後は
11:15	なり	その余裕ないと思うけど
11:15	みつきん	うん
11:15	みつきん	わかる
11:15	なり	酒飲んでさ
11:15	なり	ふぉーりみもみおわったら
11:15	なり	たぶん
11:15	なり	いけてまう
11:15	なり	www
11:15	みつきん	あれれれれなる
11:16	なり	どうしようね
11:16	みつきん	ね
11:16	なり	まじでなりとめれんからさ
11:16	なり	ゆうくんとめてね
11:16	みつきん	手っ取り早く愛を伝える手段が
11:16	みつきん	それ以外知らない
11:16	なり	がっっ
11:17	みつきん	限られてる時間でさあ
11:17	なり	それはそうよなあああ
11:17	なり	じゅうぶんつたわってるんだけどね
11:17	みつきん	一番早くて一番伝わるじゃんか
11:17	みつきん	ねー
11:17		みつきんがメッセージの送信を取り消しました
11:18		みつきんがメッセージの送信を取り消しました
11:18	なり	まって
11:18	なり	くしゃみしてみてなかった
11:18	みつきん	ッシャア
11:18	みつきん	せーふ
11:18	なり	なんかあってまたなり失ったら何
11:18	なり	おねがい
11:18	なり	まじで
11:18	なり	[ボイスメッセージ]
11:19	なり	これでおねがい
11:23		メッセージの送信を取り消しました
