Column1	Column2	Column3
14:38	みつきん	お
14:38	みつきん	寝てな！
14:38	なり	ぶー
14:38	みつきん	ぶーたろう
14:39	なり	ぶー
14:39	みつきん	寝言ぶーめずい
14:39	なり	www
14:39	なり	起きたらゆうくん横にいてくれないかな
14:39	みつきん	モンスターズインク
14:39	なり	そしたら喜んで寝るんだけど
14:39	なり	ぶーね
14:39	みつきん	いたらそれは夢だ
14:39	なり	急に現実押し付けないでえ
14:39	みつきん	イザナミ
14:40	なり	かなちい
14:40	みつきん	かなちいね
14:40	なり	うん、かなちい
14:40	なり	多分一緒に寝るようになったら朝までガッツリ寝れそ
14:40	みつきん	え、まじ
14:40	なり	まじ
14:40	みつきん	4時半に起きん？
14:41	なり	安心しきってめっちゃ寝そう
14:41	みつきん	おこそ
14:41	なり	寝起き機嫌悪いよ
14:41	みつきん	だる絡みするよ
14:41	なり	なんで起こすん？って怒るかも
14:41	なり	ちゅーしてくれたら怒らん
14:41	みつきん	！
14:41	みつきん	まかせて
14:41	みつきん	言ったな！
14:41	なり	お返しする〜
14:42	なり	ちゅーで起きるとか白雪姫かな
14:42	みつきん	大して変わらん
14:42	なり	1回毒りんご食べなあかんやんけ
14:42	なり	なにがかわらんのw
14:42	みつきん	たしかに、、
14:42	みつきん	白雪姫となり
14:42	なり	大違いだわ！！！！
14:43	なり	失礼よ！！！！
14:43	みつきん	え
14:43	なり	白雪姫に！！れ
14:43	みつきん	白雪姫ってどういう人かあんまわからんけど
14:43	みつきん	なりのほうがよさそうだな
14:43	なり	ディズニープリンセスはみんな可愛いんだっ
14:43	みつきん	そう思ったら
14:43	なり	とても失礼じゃん
14:44	なり	まあ
14:44	なり	ゆうくんの1番はなりだから仕方ないわ
14:44	みつきん	白雪姫ぽこぽこうまいん？
14:44	なり	ごめんな、白雪姫
14:44	みつきん	それはそう
14:44	なり	ポコポコしたことないと思うで
14:44	みつきん	大丈夫白雪姫俺に興味ないから
14:44	みつきん	あじゃあいいや
14:44	みつきん	俺もしたことないけど
14:44	なり	そこ重要なん？
14:44	なり	www
14:45	みつきん	重要
14:45	みつきん	です
14:45	なり	白雪姫ゆうくんに興味持ってたらなり魔女なってまう
14:45	なり	おかんとずっと競ってる全然追いつけへん
14:45	みつきん	魔女と結ばれるバッドエンド見れんの
14:45	みつきん	おかんつよ
14:45	みつきん	若すぎね？
14:45	みつきん	ちっくとっくにぽこぽこに
14:46	みつきん	トゥルーエンドか
14:46	なり	ほんまや
14:46	なり	バッドエンドにしゃんといてや
14:46	みつきん	しやんとこ
14:46	なり	誰と結ばれんのがバッドやて
14:46	なり	しつれいな
14:46	みつきん	シアン化カリウム
14:46	みつきん	しつれいな！
14:46	なり	おかん若いな確かにやることは
14:46	なり	ねえ急にwww
14:47	みつきん	なんか頭に浮かんだ　しやん　から
14:47	なり	もう今年60後半やでやばー
14:47	みつきん	おもわず
14:47	みつきん	まじか
14:47	なり	なるほどな
14:47	なり	おとんなりの40歳上やし
14:47	みつきん	そなん！！
14:47	みつきん	すげえ
14:47	なり	急がないとだよ！！！！
14:47	なり	なりとの結婚！！！！
14:47	みつきん	ほんとだ
14:47	なり	ごめん急かした
14:48	なり	よくないよくない
14:48	みつきん	よくなくない
14:48	なり	あう
14:48	みつきん	定期的に急かしてこ
14:48	なり	わかった
14:48	なり	まず離婚しないとお互い
14:48	みつきん	話はそれからだった
14:48	みつきん	わすれてた
14:48	なり	何もはじまってすらない
14:48	なり	忘れたあかん
14:49	みつきん	ぐふふ
14:49	なり	できるか分かんないけどね〜
14:49	なり	するけど〜
14:50	なり	おかんに遠回しにシングルマザーってそんな支援あるんかいなとか言うてしもててめっちゃ興味あるやつみたいになった
14:50	なり	あと仕事復帰したら絶対余裕無くなるわなりとも言ってしまった
15:04	みつきん	んふふ
15:05	みつきん	俺が迎え行くかもね案外
15:06	なり	きてえ
15:06	なり	ねてたあ
15:06	なり	夢でもゆうくんとはなしてた
