Column1	Column2	Column3
11:12	なり	朝卵は安定だよねえ
11:12	なり	誰がケツ女や
11:12	みつきん	そそ
11:12	みつきん	夜はなんか作るし
11:12	みつきん	納豆食べる暇なかった
11:12	なり	ケチ女好きで喜ばせといて。
11:12	なり	自炊えら
11:12	みつきん	普通じゃね
11:12	なり	普通なん？わからん
11:13	みつきん	しらん
11:13	なり	しらんよな
11:13	なり	ふ
11:13	みつきん	ふ
11:13	みつきん	ケッ
11:13	なり	なっちゃんが一人暮らししてて
11:13	みつきん	うん
11:13	なり	まじでつくらん！っていってたから
11:13	なり	すごっておもった
11:13	みつきん	まじかよ
11:13	なり	誰がケツ女やねんて
11:13	みつきん	美味しいラーメン屋近くにあれば作らんかもな
11:13	なり	台所めちゃ綺麗やったもん
11:14	なり	あーなるほどね
11:14	みつきん	無理かも毎日下痢やん
11:14	みつきん	きつ
11:14	なり	まぁなっちゃんの場合料理まじで嫌いやからやろうけど
11:14	なり	たしかにwww
11:14	みつきん	そうなんww
11:14	みつきん	料理楽しいじゃん
11:14	なり	ね！
11:15	なり	掃除喜んでします言うてた
11:15	なり	彼氏料理作れる人やないとあかんって言うてた
11:15	みつきん	マジ？俺掃除だけできないからいい？？
11:15	なり	は？
11:15	なり	だる
11:16	なり	ゆうくんじゃね？って思った自分もだる
11:19	みつきん	いらん
11:19	みつきん	ごめんなっちゃん
11:19	なり	よろしい
11:20	なり	なりだけ だ よ ね ^^
11:20	みつきん	タメやん
11:20	みつきん	なりだけです、、、
11:20	なり	ためやな
11:20	なり	なんか嫌そうやな^^
11:20	みつきん	早くも尻に敷かれ始めた
11:20	みつきん	やっぱケツ女やん
11:20	なり	誰がケツ女やねんて
11:21	なり	敷けてんのか？？なりが弄ばれてる気するが？w
11:21	なり	なっちゃん広島出身^^
11:24	みつきん	広島もう関係ねえから^_^
11:24	なり	ちゅき^^
11:27	みつきん	それどれなん
11:27	なり	好きってこと
11:27	なり	でも広島普通に行きてえカキ小屋行きてえ
11:28	なり	ずっと口とんがってそうだけど
11:31	みつきん	案内任せて^_^
11:35	なり	うわ
11:35	なり	だる
11:35	なり	のーせんきゅーすぎ^^
11:36	なり	14時くらいまではほぼ確定でnpC帰ってこないので爆音でオーラル流しまくったろやっふぃー
11:54	なり	さ、、、、さみし、、、、
12:01	みつきん	なりち〜
12:01	みつきん	さみしいか
12:02	なり	さみしい
12:02	なり	ゆうくんすき
12:06	みつきん	かわいいね
12:06	みつきん	すき
12:06	なり	だいすきだもん
12:07	なり	ゆうくんいなかったらなーんもたのしくなーーーい
12:07	なり	ぐあ〜
12:11	みつきん	よしよし
12:11	みつきん	好きい
12:11	みつきん	え
12:11	みつきん	14時までおらんの
12:12	なり	うん
12:12	なり	たぶん
12:12	なり	12:30から予定あって
12:12	みつきん	ほい
12:12	なり	たぶん
12:12	なり	いちじかんくらいあるとおもうから
12:12	なり	そっから買いもんもたのんでるから
